Neighborhood,Neighborhood Latitude,Neighborhood Longitude,ID,Venue,Venue Latitude,Venue Longitude,Category
Choa Chu Kang,1.3840000000000001,103.74700000000001,4e8cf7bdd3e3720da3c06ebe,NTUC Foodfare,1.3844729462166863,103.74396098351383,Food Court
Choa Chu Kang,1.3840000000000001,103.74700000000001,5de50b19308ba30008508cc1,Ntuc Foodfare,1.3851043,103.74589,Food Court
Choa Chu Kang,1.3840000000000001,103.74700000000001,4dbbc5ca93a08f9274ad0697,友记@Foodfare CCK,1.3848712133013097,103.7434803369024,Food Court
Choa Chu Kang,1.3840000000000001,103.74700000000001,4f28be16e4b0817afc8485fa,253 keat hong shopping centre Foodcourt,1.3792705652603017,103.74600912737615,Coffee Shop
Clementi,1.3162,103.7649,4cd0ea641ac7a1cdac751c92,Clementi 448 Market & Food Centre,1.3135061033403834,103.76459330372082,Food Court
Clementi,1.3162,103.7649,4d34d826c75a6ea8951f23ae,Food Pavilion,1.3141544,103.76367,Food Court
Clementi,1.3162,103.7649,4bb325c8a32876b0235501fe,Food Loft,1.3207210285863915,103.7670611662988,Food Court
Clementi,1.3162,103.7649,4d9dc70048b6224be9f62b9f,Clementi 325 Food House,1.3147573872961014,103.76697845253975,Food Court
Clementi,1.3162,103.7649,504be410e4b0168121350537,Vegetarian Stall @ Rich Food & Beverage,1.3174557643867157,103.76730270531921,Vegetarian / Vegan Restaurant
Clementi,1.3162,103.7649,4e26386bd4c007d41a912c70,Soon Huat Cooked Food,1.3134812163459242,103.76479834616684,Chinese Restaurant
Clementi,1.3162,103.7649,4e5053e0b0fb088f3c2976ee,Choong Kee Roasted Food Industries (Clementi Branch),1.313515065844973,103.76461789349653,Food
Clementi,1.3162,103.7649,4c5166bed2a7c9b6bf0c1e11,Aung Myanmar Food,1.313351997654562,103.76325130462646,Food Court
Clementi,1.3162,103.7649,4d8e8bc15091a1cd1b0f9301,NTUC FoodFare,1.3148755393676084,103.76403671729595,Food Court
Clementi,1.3162,103.7649,4bb344434019a59323af37b8,Food Loft @ 431,1.3133163901504554,103.76354414094249,Food Court
Clementi,1.3162,103.7649,50176f96e4b0d51f8e0e9bba,Icon food court,1.3148129690432884,103.76468518431112,Coffee Shop
Clementi,1.3162,103.7649,5d594dae2605c800081089e6,Japanese Food Goen,1.314808,103.764069,Japanese Curry Restaurant
Clementi,1.3162,103.7649,5adbdae1018cbb0f9452d886,Chindamani Indian Food Stall (Crispy Roti Prata),1.3140622,103.76386,Indian Restaurant
Clementi,1.3162,103.7649,529b217d11d27a78051ca793,Western Food,1.314785,103.767032,American Restaurant
Clementi,1.3162,103.7649,5152ab9ee4b008e060f45657,Tian En Vegetarian Food,1.314104,103.763108,Vegetarian / Vegan Restaurant
Clementi,1.3162,103.7649,4efbaea0c512b67189d8826f,Syed Aminah Muslim Food,1.313095,103.764655,Indian Restaurant
Clementi,1.3162,103.7649,52fead5d498e300ba82990fe,Nasheera Muslim Food,1.3185011148452759,103.76741027832031,Coffee Shop
Clementi,1.3162,103.7649,54265abe498e2d89dfaab789,KNS Indian Muslim Food,1.317823506736766,103.76865722248932,Coffee Shop
Clementi,1.3162,103.7649,4c403eeada3dc92839ffc6b9,Aung Myanmar Food,1.313238,103.762083,Asian Restaurant
Clementi,1.3162,103.7649,567fe03e498e4fc4f1caddc7,Pete's Western Food,1.3162044,103.76937,Fish & Chips Shop
Clementi,1.3162,103.7649,56a774da498e7fc39021ee41,Bangkok J.N Thai Food,1.3130926219466135,103.76282922049117,Thai Restaurant
Clementi,1.3162,103.7649,55e391aa498ef3f9ea9f5f49,308 Indian Muslim Food,1.3207810741705444,103.76663723968251,Coffee Shop
Clementi,1.3162,103.7649,5be654c7dd70c50034ee7aec,Rose Merah Indian Muslim Food,1.321087,103.766695,Indian Restaurant
Clementi,1.3162,103.7649,50f294a8e4b0e33ecade298c,Joyful Paradise,1.314154009232714,103.7635093170412,Chinese Restaurant
Clementi,1.3162,103.7649,4bc1afb1920eb7133f0b1b2c,Blk 378 Clementi Ave 5,1.3174415122257401,103.76731724162954,Coffee Shop
Clementi,1.3162,103.7649,4bb1c163f964a520aea13ce3,NTUC FairPrice,1.3126397425098555,103.76595805242523,Supermarket
Clementi,1.3162,103.7649,4c3e96970596c92852958478,Kopitiam,1.3147989296267806,103.76702982045722,Coffee Shop
Clementi,1.3162,103.7649,4d931ab3b3273704aa7b9025,Chai Ho Satay 财好沙爹,1.3134111308811816,103.76471803983341,BBQ Joint
Clementi,1.3162,103.7649,4d1890febb64224bc62dc865,Imperial Restaurant,1.3133880474387132,103.76346870038324,Food Court
Clementi,1.3162,103.7649,4f1ccf62e4b07befff638fcd,foodilicious ~ ^^v,1.315030550398606,103.76748031004728,Asian Restaurant
Clementi,1.3162,103.7649,4d1ad7852a52b60c39e3f2ff,Western Foods @ Tiang Seng Eating House,1.3172337172665243,103.76799520797245,Fast Food Restaurant
Clementi,1.3162,103.7649,5a7db0b51953f35cd3c6c5b8,Hu Chin Leong Foodstuff Trading,1.313989,103.761642,BBQ Joint
Downtown Core,1.2867,103.8535,52ae77a511d20d4d38290313,Food Emporium (NTUC Foodfare),1.2840480060029842,103.85145631384847,Food Court
Downtown Core,1.2867,103.8535,53b3994c498e97b1a620b928,Food Leisure 食樂,1.2842466859443589,103.85147992467535,Food Court
Downtown Core,1.2867,103.8535,4c85c4ac2f1c236aa2d95743,Don & Set Japanese Food,1.2847891209367939,103.85025133572763,Japanese Restaurant
Downtown Core,1.2867,103.8535,4d367e80eba45481c6ae07f5,Nur Hikmah Food Stall,1.2879993210688188,103.84885290928777,Asian Restaurant
Downtown Core,1.2867,103.8535,51a04cb2498e30596041bfba,Fast Food Restaurants ³⁴⁷,1.2868517,103.8533759,Fast Food Restaurant
Downtown Core,1.2867,103.8535,59e99f40e97dfb5a1b6f3bb7,Food Junction,1.2843061912079157,103.85158772398505,Food Court
Downtown Core,1.2867,103.8535,5a72ae9eb6b04b59811c3234,Marks & Spencer Food,1.2838067,103.85116,Grocery Store
Downtown Core,1.2867,103.8535,4c0dd32f2466a593e1357821,The Real One Teh Tarik & Indian Food,1.2836828103704876,103.85269267177824,Indian Restaurant
Downtown Core,1.2867,103.8535,4c21a1db34faef3bb876586d,Food Court @ PSA Keppel,1.2896460012073105,103.85681297687556,Food Court
Downtown Core,1.2867,103.8535,4be25615d27a20a12d828f5b,Fried Rice 炒饭 (Cantonese Flavour)@ Golden Shoe Car Park Food Centre,1.284915,103.850461,Chinese Restaurant
Downtown Core,1.2867,103.8535,51b276cd498e4fcf98bc8b83,Marina Food House,1.2845817374012236,103.849665763781,Asian Restaurant
Downtown Core,1.2867,103.8535,56694104498ec2f7745b386d,The Korea Food Company,1.288798298086385,103.85154786540198,Korean Restaurant
Downtown Core,1.2867,103.8535,4e3a3a1f62e10c0843d47b2f,Junk Food,1.284596,103.851339,College Cafeteria
Downtown Core,1.2867,103.8535,5625c96e498e48241b174685,Chicken Rice @ Clifford Centre Food Emporium,1.283674,103.852773,Asian Restaurant
Downtown Core,1.2867,103.8535,4f5442bce4b0ddd8f919050d,Ahamed Food Stall,1.2847883699595908,103.85019471899311,Indian Restaurant
Downtown Core,1.2867,103.8535,4d65f018e07aa35d34eda38f,Teck Ee Food Holdings Pte Ltd,1.2848471441954843,103.84926054627824,Coffee Shop
Downtown Core,1.2867,103.8535,55f645a1498e8fb9dcb2d94e,Healthy Vegetarian Food,1.284644,103.850212,Vegetarian / Vegan Restaurant
Downtown Core,1.2867,103.8535,4ce8d20db99754816010ff44,The Tiffany's Gourmet Coffee And Great Food,1.289432,103.856152,Café
Downtown Core,1.2867,103.8535,54f00aec498eeb7366cae19d,Good Food Heals,1.285914,103.848649,Café
Downtown Core,1.2867,103.8535,54e18591498ec623a05aaf40,Good Food Heals,1.2861752393575228,103.84864909125106,Café
Downtown Core,1.2867,103.8535,587f66b4ea29b858541e48a5,Foo'd by Davide Oldani,1.288032,103.851641,Italian Restaurant
Downtown Core,1.2867,103.8535,4e51dff3d164978659ebef07,Ah Heng Curry Chicken Bee Hoon Mee 亚王咖喱鸡米粉面,1.2836309040455545,103.85017735656253,Noodle House
Downtown Core,1.2867,103.8535,5b7a501bdb2aeb002cca6ecf,Foodie Palace Sg,1.2842535,103.8516,Dessert Shop
Downtown Core,1.2867,103.8535,4d527c919d493704738fd839,Western Cuisine,1.2842325401075632,103.85155352713075,Food Service
Downtown Core,1.2867,103.8535,5b926ef3c97f28002cc33f07,Foodcoholic,1.286454,103.84908,Indian Restaurant
Downtown Core,1.2867,103.8535,59bb5cbbee628b65b3c32b54,Asian Fusion Foodshop,1.283811,103.851788,Food & Drink Shop
Downtown Core,1.2867,103.8535,4c01f320f815a593d2260a96,So Good Vegetarian @ May Hua Foodcourt,1.2832602789899912,103.84980972582369,Vegetarian / Vegan Restaurant
Downtown Core,1.2867,103.8535,4d50dbcd3062a1cd3e3061a3,Samabi Foods,1.286749,103.848972,Indian Restaurant
Downtown Core,1.2867,103.8535,54dc2490498ec09a2d9f6160,Mischief American Bar,1.2894027038042262,103.85612262533152,Gastropub
Downtown Core,1.2867,103.8535,4bb9da933db7b713c492229a,Makansutra Gluttons Bay,1.2893808579694563,103.85683090007784,Food Court
Geylang,1.3201,103.8918,577201c5498e0327226b4362,Wei Zi Xiang Cooked Food,1.3214164036424807,103.89551262054994,Chinese Restaurant
Geylang,1.3201,103.8918,4e0706a5d1640223a49a4355,City Plaza Food Court,1.3153313101782116,103.89352728155932,Coffee Shop
Geylang,1.3201,103.8918,4d613cd714963704719cef94,Putian Xinghua Food Delivery,1.321312,103.887522,Food Service
Geylang,1.3201,103.8918,5ca46fc359c4230039af5426,99 Food Bazaar,1.3198442,103.892685,Malay Restaurant
Geylang,1.3201,103.8918,4d2a8fd477a2a1cddfd575b7,Fa-Ras Halal Food,1.3187897627287855,103.89366631428157,Malay Restaurant
Geylang,1.3201,103.8918,4d254293bcc1224b55c98f1b,Jia Wei Foodhub,1.3245963819420452,103.89283496806081,Food Court
Geylang,1.3201,103.8918,525793a511d2b472d022e291,Faras Food,1.318809,103.893452,Malay Restaurant
Geylang,1.3201,103.8918,552392cc498e4f040b6f5caf,Matsuri Japanese Food Show,1.3182643695106337,103.89193896442444,Gourmet Shop
Geylang,1.3201,103.8918,4c9edcef54c8a1cd1549924b,Le Le Food Truck,1.3180485043029355,103.89210886672134,Food Truck
Geylang,1.3201,103.8918,4e22414945dd950bb02e7af6,Geylang East Centre Market And Food Corner,1.3192993976971517,103.88687597290034,Food
Geylang,1.3201,103.8918,4d109ce7c3dc3704ca243a74,Jurong West Western Food,1.320358415445815,103.8871039912925,Wings Joint
Geylang,1.3201,103.8918,4d9841a3daec224b34b7443e,Nurul Jannah Muslim Food,1.31788,103.889906,Coffee Shop
Geylang,1.3201,103.8918,5e2ebe2134fb9c00076fc6a9,Pu Tian (Xin Hua) Food,1.317384,103.892992,Chinese Restaurant
Geylang,1.3201,103.8918,4c4d0dad4237be9af4565313,Hakka food near starhub green,1.323681,103.892187,Asian Restaurant
Geylang,1.3201,103.8918,524265de11d2bc7f34f7839d,Popular Food Japanese Cuisine,1.321283,103.895795,Japanese Restaurant
Geylang,1.3201,103.8918,507e5499e4b0044f8edf81b8,Saybons French Food Factory,1.3216045321850112,103.88745362017093,French Restaurant
Geylang,1.3201,103.8918,4e5c8a0462e1ef715a4de8dd,Toon Teng Herbal Food & Acupuncture House,1.319546,103.887358,Shop & Service
Geylang,1.3201,103.8918,4eab6b94f5b90f34efe5754e,Kornphet Thai Food,1.321175528081385,103.8962149030971,Thai Restaurant
Geylang,1.3201,103.8918,4d0612b98620224b0447b140,My Thai Food @ City Plaza,1.31502,103.893579,Thai Restaurant
Geylang,1.3201,103.8918,503dba38e4b05239777ba022,Indonesian Food House,1.3210624130455,103.88694011616,Indonesian Restaurant
Geylang,1.3201,103.8918,4f05a4bd61af9d3db8f168a7,Hua Kee Cooked Food,1.320317123645666,103.88692127848034,Chinese Restaurant
Geylang,1.3201,103.8918,521c0e4611d20a0c2332efe1,Heng Kee Food Stall,1.32110283774463,103.89693418008855,Coffee Shop
Geylang,1.3201,103.8918,54cf149b498e4ef40de0fded,Cantine,1.318634644669709,103.89256559420984,Food Court
Geylang,1.3201,103.8918,54bf24e9498ed474b9b64693,5 Little Bears,1.3185929020601619,103.89246621930427,Taiwanese Restaurant
Geylang,1.3201,103.8918,4f867e01e4b089f055fd247a,Foodhub At Starhub Green,1.3245843063551195,103.89289296858533,Food Court
Geylang,1.3201,103.8918,4f802831e4b0fdf5010d4c0c,Foodcourt @ Singapore Post,1.3196934458527019,103.8947140617123,Food Court
Geylang,1.3201,103.8918,4fffe65ce4b0cf674d5612ef,singpost foodcourt,1.3190480664869964,103.89402877734942,Coffee Shop
Geylang,1.3201,103.8918,575561e8498ef99e432cb819,Victoria Gardens Foods,1.3190260544842354,103.89440059661864,Food Stand
Hougang,1.3612,103.8863,4b4834b3f964a520154a26e3,Kovan Hougang Market & Food Centre,1.3592823963446399,103.88586201168077,Food Court
Hougang,1.3612,103.8863,4c486b97972c0f4754e12621,Mee Sek Food Court 后港六条石,1.3617711025889196,103.88679368670148,Food Court
Hougang,1.3612,103.8863,4f4861ace4b0a644ecb7e10b,Yong May Food & Beverages,1.361342,103.886151,Food Court
Hougang,1.3612,103.8863,526a5f14498ede1fc12f63e7,Teow Heng Cooked Food,1.3593219403588193,103.88611391186714,Chinese Restaurant
Hougang,1.3612,103.8863,51037598e4b08881e64d0efe,Bedok Cooked Food,1.3593208958691816,103.88586792763158,Chinese Restaurant
Hougang,1.3612,103.8863,4d48015f753aa0935920cbe0,Blk 209 Kovan Food Centre #01-41 Grill & Pasta,1.3593992644979036,103.88623037001778,Fried Chicken Joint
Hougang,1.3612,103.8863,4bac5b08f964a5209ef13ae3,Hussain Muslim Food,1.3590688229831736,103.88575169819217,Malay Restaurant
Hougang,1.3612,103.8863,507557e3e4b04512371bf68a,"Makan Mumbai At Food Style, Mapletree Business City",1.3599441723524466,103.8856697173584,Indian Restaurant
Hougang,1.3612,103.8863,524f587511d26983d194dfe2,Hajjah Mariam Muslim Food,1.3597309697307771,103.88577731718529,Malay Restaurant
Hougang,1.3612,103.8863,4da9600c1e72c1ab9bd9ab1c,Food Tats Good,1.3586290085659014,103.88501845705743,College Cafeteria
Hougang,1.3612,103.8863,4b9a32aaf964a5200ba435e3,Hong Fa Xing Cooked Food,1.3595250358245206,103.88611710666878,Asian Restaurant
Hougang,1.3612,103.8863,4d53bca3dcb1a143c13ab6bf,Heng Heng Cooked Food @ Koven Hawker Ctr,1.359154,103.886006,Asian Restaurant
Hougang,1.3612,103.8863,558114d9498ef29bbc01308f,富城食品 Homemade Springroll • Springroll Skin @ Kovan Food Centre,1.35901,103.885603,Creperie
Hougang,1.3612,103.8863,4ddaefd37d8b163817709791,Chuan Heng Cooked Food,1.3590955602600356,103.88587359078646,Breakfast Spot
Hougang,1.3612,103.8863,5d59fadaa2bcd800074c6181,Indonesian Food,1.359212,103.887558,Food Court
Hougang,1.3612,103.8863,4dc28afd1f6ebdce472a34cf,Mr Tang Food Court,1.359999,103.883802,Coffee Shop
Hougang,1.3612,103.8863,4e0f2a8fb0fb59de67dd65ff,Food Shop,1.3635774924548996,103.89048914008018,Coffee Shop
Hougang,1.3612,103.8863,4dd1d67e1838a751964df3a1,Chang Chin Vegetarian Food,1.363919,103.888118,Coffee Shop
Hougang,1.3612,103.8863,533e96c4498e9c51624a7907,broadway foodcourt,1.3612133264541626,103.88653564453125,Coffee Shop
Hougang,1.3612,103.8863,4f76f3dbe4b0b96439e40aa6,Yuan Xiang Vegetarian Food 圆香素食,1.3587164424676346,103.88374992416973,Vegetarian / Vegan Restaurant
Hougang,1.3612,103.8863,4e53925422711d4da5bd0624,Foodforthought,1.3621914898976684,103.88707028701901,Cajun / Creole Restaurant
Hougang,1.3612,103.8863,4bfcdf52bf6576b06772acb8,Cosmos Cuisine @ Heartland Mall,1.3595538305636006,103.88479472176626,Chinese Restaurant
Hougang,1.3612,103.8863,4ea3f6a58b81a02f8a378da0,香港街珍成记,1.3588567337834776,103.88754354744789,Chinese Restaurant
Hougang,1.3612,103.8863,4bc44c65abf4952126cfc493,Nakhon Kitchen,1.359361632996756,103.88854641422415,Thai Restaurant
Hougang,1.3612,103.8863,4cdd1dd6a1bba35d33439ee5,Lee Wee & Brothers' Foodstuff @ Kovan,1.35923,103.885785,Snack Place
Hougang,1.3612,103.8863,4e43b8d5d22de4060eec3169,Wonderful Foods,1.3635838357395056,103.89021729972762,Café
Jurong East,1.3329,103.7436,529c306d498e0fdce1ba054a,Food Republic 大食代 (Food Republic),1.3340706497732924,103.7431283789696,Food Court
Jurong East,1.3329,103.7436,561a054f498efc7fc5debc30,Food Street | Big Box,1.3321685375936685,103.7437405681704,Food Court
Jurong East,1.3329,103.7436,4b9af3b1f964a52055e635e3,Happy Hawkers 喜多福 (Food Court) (Happy Hawkers),1.3344425531634176,103.73957595030052,Food Court
Jurong East,1.3329,103.7436,544234de498eeca538f017de,Food Glossary,1.3314474352730024,103.7418058173601,Corporate Cafeteria
Jurong East,1.3329,103.7436,543e685d498ed0069e354c6a,Penang Culture (Street Food Paradise),1.3330740691098757,103.74329630675486,Malay Restaurant
Jurong East,1.3329,103.7436,5a3f879960255e14fd47c567,Docle Thai Food,1.3329015,103.74346,Thai Restaurant
Jurong East,1.3329,103.7436,4e0d91a662843e04afa26b42,FoodClique,1.3340126912120132,103.73945529997803,Food Court
Jurong East,1.3329,103.7436,5a40a32b09e283441fec911a,Fashionable Food,1.333286,103.743379,Candy Store
Jurong East,1.3329,103.7436,5dcb9be1c05eac0008792a0b,Japanese Food Goen,1.333328,103.743024,Japanese Restaurant
Jurong East,1.3329,103.7436,5de0c14afe97aa0007e6507b,DON DON DONKI Food Court,1.3333,103.74028,Food Court
Jurong East,1.3329,103.7436,55e04330498e758dc4f9926a,Japanese and Korean Food  (Halal),1.333368379522952,103.7446683533273,Food Court
Jurong East,1.3329,103.7436,4b6400dbf964a520cd9a2ae3,Ah May Foodcourt,1.334525066110677,103.74612808227539,Food Court
Jurong East,1.3329,103.7436,51bc38c1498e5023de55d840,Cookhouse by Koufu,1.333199663462603,103.74317326361279,Food Court
Jurong East,1.3329,103.7436,538979a3498ef492b7c21343,Gourmet Paradise (Food Hall),1.334106,103.742749,Food & Drink Shop
Jurong East,1.3329,103.7436,5188972b498e99d0bf0afe75,Food Inn Eating House,1.3324429837646479,103.74687469749668,Asian Restaurant
Jurong East,1.3329,103.7436,4f125ac4e4b0a6ade14b0f69,Yong Tau Foo Stall @ Banquet Food Court IMM,1.331804032676982,103.74491727238953,Food Court
Jurong East,1.3329,103.7436,54348125498e269255e4d453,Food Kaki,1.335168,103.746283,Cafeteria
Jurong East,1.3329,103.7436,4d05bfb2347da1cd2998328f,King's Ice Cream Food Truck @ Jrg East Int,1.334275,103.74183654784855,Food Truck
Jurong East,1.3329,103.7436,553f82d3498e5896cb524d2c,Gazza Pasta Pizza @ Food Republic Westgate,1.331630212501012,103.74161913235709,Pizza Place
Jurong East,1.3329,103.7436,579cb386498e2f429275f23c,FLO - Food Lovers Only,1.334966,103.745586,Café
Jurong East,1.3329,103.7436,4c68bc770e98a59369e02259,T5 Food Bistro @ 10 Toh Guan Road,1.330177,103.743644,Food Court
Jurong East,1.3329,103.7436,5d8703fd26fc6a000819c64d,96 Food Fusion & Bar,1.3302605,103.74452,Restaurant
Jurong East,1.3329,103.7436,514c4374e4b00eabdd9d652c,Japanese food fair,1.332884,103.740582,Snack Place
Jurong East,1.3329,103.7436,4e3733e8b61c5cb3c37e2df7,Mat's Western Food,1.330219,103.745643,Fried Chicken Joint
Jurong East,1.3329,103.7436,5663ba2e498eb2bfb0917561,City Food Culture,1.336238,103.743465,Asian Restaurant
Jurong East,1.3329,103.7436,551b8794498efd8b4f8677bb,Mahan Food,1.3342106342315674,103.73966217041016,Malay Restaurant
Jurong East,1.3329,103.7436,51a5dbc9498e6dd508d77786,Red Hill 75 Food Court,1.3368103504180908,103.74427032470703,Coffee Shop
Jurong East,1.3329,103.7436,4bd24bd941b9ef3bc2e1fde5,S-11 Food Court,1.334217939759535,103.73969006923419,Food Court
Jurong East,1.3329,103.7436,4df57a1e483bdb5e137b3162,vegetarian food,1.3351829884626243,103.73974098256653,Vegetarian / Vegan Restaurant
Jurong East,1.3329,103.7436,4e66fb15e4cdfdecb01bd925,Pre Food Haven,1.3336249229711246,103.74818720664689,Vegetarian / Vegan Restaurant
Jurong East,1.3329,103.7436,4b2ccf82f964a52074c924e3,Kopitiam,1.3343156301673262,103.74592363488752,Food Court
Jurong East,1.3329,103.7436,4f6489e3e4b0bca4624946fc,KOPI,1.33349364855748,103.74168154525029,Food Court
Jurong East,1.3329,103.7436,4d7badd45a396dcb505b64fb,The Bistro,1.331218138293234,103.74892266997972,Sports Bar
Jurong West,1.3404,103.709,4d12fa9c058fa35dde042b9f,Mini Food Court,1.3395343621927973,103.70693984409532,Coffee Shop
Jurong West,1.3404,103.709,4d4520b50349224b4eca014f,Shokutsu TEN Japanese Food Street,1.3394017453176106,103.70695393835204,Japanese Restaurant
Jurong West,1.3404,103.709,5a97923e3abcaf201279887c,Daimon Japanese Food Alley,1.33933,103.705938,Food Service
Jurong West,1.3404,103.709,4c1311c7b7b9c9280411a937,BH Fresh Food PTE Ltd,1.336991,103.712253,Food & Drink Shop
Jurong West,1.3404,103.709,4c130e02a9c220a1323f559d,Q.B. Food,1.337017072050161,103.7124859830953,Grocery Store
Jurong West,1.3404,103.709,4bb166aff964a52018913ce3,NTUC Foodfare,1.3447455848521117,103.70665128767172,Food Court
Jurong West,1.3404,103.709,4d67981e5b376dcbd4576d67,Hong Guang Cooked Food,1.3412231088800248,103.70947359890478,Chinese Restaurant
Jurong West,1.3404,103.709,4d46a5eb7e2e54819575758f,Jurong Point Food Station,1.3399107115550888,103.70705861277604,Restaurant
Jurong West,1.3404,103.709,57ad522c498ea969ef3acf5a,Brio European Street Food & Coffee,1.339559,103.706841,Modern European Restaurant
Jurong West,1.3404,103.709,4d9e922b36818cfa355df700,Lvl 1 Food Court @ Jp,1.339851,103.706496,Asian Restaurant
Jurong West,1.3404,103.709,5b30ac8e2619ee002c8b4634,UFO (Unsual Food Outlet),1.3401055,103.705826,Snack Place
Jurong West,1.3404,103.709,4e27b78afa762797e5966cc4,Japanese Food Stall @ Food N Beauty Hall Basement Square 2,1.3383861106805266,103.7054637278967,Food Court
Jurong West,1.3404,103.709,4fdab89be4b03d02681ad3ab,Ministry of food,1.3386623441756118,103.70519226003113,Japanese Restaurant
Jurong West,1.3404,103.709,4d9e77a0fb79a1433a7d904d,Best Food Pte Ltd,1.336884,103.712408,Grocery Store
Jurong West,1.3404,103.709,4fa35836e4b039aee9d417ec,Johnson Duck @ Food Fare,1.344433,103.706121,Coffee Shop
Jurong West,1.3404,103.709,4cbc5e6490c9a1433ab49ad6,San Yuan Gourmet @ Boon Lay Place Food Centre,1.345329325842048,103.71050295055261,Asian Restaurant
Jurong West,1.3404,103.709,4dd6351a45ddced820678c52,Rudi's Fine Food,1.337,103.71258,Burger Joint
Jurong West,1.3404,103.709,50740940e4b09794da8dd53a,Malaysia Boleh!,1.3388558900922622,103.70521529434546,Food Court
Jurong West,1.3404,103.709,4b398e6ef964a520b65d25e3,Ayam Penyet Ria,1.3394904272795694,103.7071357993037,Indonesian Restaurant
Jurong West,1.3404,103.709,4bbec93a98f495215fcbd163,Kopitiam,1.3399965048118787,103.70669040045483,Food Court
Jurong West,1.3404,103.709,4d7eda06f635236abd936f16,Foodcourt,1.3390571988516644,103.70660050559079,Food Court
Jurong West,1.3404,103.709,4f0e5f60e4b01ae24003aa99,Kim Dae Mun Korean Cuisine,1.3400458674140923,103.7066457506748,Korean Restaurant
Kallang,1.31,103.8651,54af67a9498e215dcc22e19d,Food Master,1.3094774405781384,103.86389580675669,Cafeteria
Kallang,1.31,103.8651,4ca1d1cd03133704fa2d86d5,North Bridge Road Market & Food Centre,1.3057972496380073,103.8640516274115,Food Court
Kallang,1.31,103.8651,5441d954498e4ff87f377e9d,465 Food Court,1.3057092697916228,103.86250472531805,Coffee Shop
Kallang,1.31,103.8651,4f841107e4b002559c601339,有記小食 Yew Kee Cooked Food,1.3078569288541333,103.86312659328169,Chinese Restaurant
Kallang,1.31,103.8651,50b8bd75e4b0e9ecea250d97,Ding Le Food Court 鼎樂食閣,1.3119327912668957,103.86185543379298,Food Court
Kallang,1.31,103.8651,4c0f1ca3d64c0f47c560295d,JTC Food Court,1.3113498015922724,103.86584512859515,Coffee Shop
Kallang,1.31,103.8651,56e4f59acd104059d5d0573d,traditional penang food,1.3082008219777135,103.8623918490064,Malay Restaurant
Kallang,1.31,103.8651,5b1232ce64c8e1002c0cc9ed,Soi 47 Thai Food,1.3102992,103.86168,Thai Restaurant
Kallang,1.31,103.8651,5eaa49a2a5161e0008bcb161,Eat Thai Food,1.3108968,103.860176,Thai Restaurant
Kallang,1.31,103.8651,4d5f2c3a196ba09358ce0a56,Ajunied Food Centre,1.3088793,103.86399223,Asian Restaurant
Kallang,1.31,103.8651,4fb3d914e4b049bc6b5b096f,Indonesian Food @ Kopi Tiam,1.308152,103.862774,Indonesian Restaurant
Kallang,1.31,103.8651,4c8390eb47cc224b1419909f,Lavender 803 Food House,1.3075857470015868,103.8610031278984,Coffee Shop
Kallang,1.31,103.8651,4d9d607dc97a236ac25dbc99,Kings Ice Cream Food Truck @ Lavender,1.3070703461654967,103.86308129560527,Food Truck
Kallang,1.31,103.8651,5379eace498e84f67cb51b69,Datok K Malay Food,1.30868,103.860717,Malay Restaurant
Kallang,1.31,103.8651,517092d1498ebeb29b1ac045,Marsuka Indian Muslim Food,1.3082141867693147,103.86127904850582,Indian Restaurant
Kallang,1.31,103.8651,5607db18498e2a77df3a9b5c,Ariff prata @ 465 Food court,1.3056240304685454,103.86260567091252,Indian Restaurant
Kallang,1.31,103.8651,4cca1060e47f548179a1c5f7,Pico Creative Centre Cafeteria,1.3092432245855186,103.86501212243097,Cafeteria
Kallang,1.31,103.8651,4c4890fe0f5aa5936fb28176,Broadway,1.3110351767920387,103.86008441448212,Food Court
Kallang,1.31,103.8651,5558233e498e7ac826b62ca5,FM foodcourt,1.3113280959044469,103.8645534778027,Fast Food Restaurant
Kallang,1.31,103.8651,54d3777f498e4e44a7885b63,Porn's thai.boat.noodee,1.3084086476453678,103.86242119082215,Thai Restaurant
Kallang,1.31,103.8651,502af050e4b06a15fd8ec241,Tian Yi Desserts,1.305945,103.863843,Dessert Shop
Kallang,1.31,103.8651,4ca7dbd676d3a0934825106b,Chicago Nasi Lemak,1.3058437741174256,103.86401653289795,Asian Restaurant
Kallang,1.31,103.8651,5567fd84498e635cb74ea7d4,Bee Hong Fruits Trading,1.308241793927348,103.86135433293104,Food & Drink Shop
Mandai,1.426,103.8241,51e48129498ed60603f9a536,Swee Yong Vegetarian Food,1.4265869164202056,103.82195157444538,Vegetarian / Vegan Restaurant
Mandai,1.426,103.8241,4e621fd48877954de80b430b,Good Cooked Food Prawn Noodle,1.428906,103.827324,Cuban Restaurant
Mandai,1.426,103.8241,4dc02110f7b115b875d94654,My Food Palace,1.426266,103.828544,Food Truck
Mandai,1.426,103.8241,4c95e9b66b35a143414f29dc,A&A Banana Leaf Muslim Restaurant,1.425587058982029,103.82559639483345,Indian Restaurant
Mandai,1.426,103.8241,5bd420e24a1cc0002b28e286,Foodloft@Yishun717,1.426111,103.82818,Coffee Shop
Marine Parade,1.3019999999999998,103.8971,4e562e83fa763b20fd08b9c9,Food Junction @ Wisma Atrium,1.300619,103.894599,Food Court
